canonical_keyword,keyword_set_mode,keyword,video_id,title,published_at,view_count,like_count,comment_count,url,source,term,term_type,term_weight,collected_at,views,likes,comments,engagements,author,snippet,raw_payload,description,originallink,bloggername,bloggerlink
왁뿌볼,preset,왁뿌볼,oDKcV2u4amE,다이소재료로 왁뿌볼 만들기,2026-06-13 05:07:57+00:00,10.0,1.0,0.0,https://www.youtube.com/watch?v=oDKcV2u4amE,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,10,1,0,1,DAONtube,,"{""kind"": ""youtube#video"", ""etag"": ""oq0niCFrbdp6lul63JCBkjHirC8"", ""id"": ""oDKcV2u4amE"", ""snippet"": {""publishedAt"": ""2026-06-13T05:07:57Z"", ""channelId"": ""UCTirtkDNbmGnh7CFAnwQ23A"", ""title"": ""다이소재료로 왁뿌볼 만들기"", ""description"": """", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/oDKcV2u4amE/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/oDKcV2u4amE/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/oDKcV2u4amE/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/oDKcV2u4amE/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/oDKcV2u4amE/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""DAONtube"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""다이소재료로 왁뿌볼 만들기"", ""description"": """"}, ""defaultAudioLanguage"": ""en""}, ""statistics"": {""viewCount"": ""10"", ""likeCount"": ""1"", ""favoriteCount"": ""0""}}",,,,
왁뿌볼,preset,왁뿌볼,bNRveWEdT_M,느낌 좋은 왁뿌볼 만들기! 느낌이 좋아요! 만들기도 쉬워요!,2026-06-13 05:09:52+00:00,11.0,1.0,1.0,https://www.youtube.com/watch?v=bNRveWEdT_M,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,11,1,1,2,도라의 만들기,,"{""kind"": ""youtube#video"", ""etag"": ""YzRrKmbmiRKXV86N5KRB_R7HO58"", ""id"": ""bNRveWEdT_M"", ""snippet"": {""publishedAt"": ""2026-06-13T05:09:52Z"", ""channelId"": ""UCtGIFobmlSLTj30LhhIYtwg"", ""title"": ""느낌 좋은 왁뿌볼 만들기! 느낌이 좋아요! 만들기도 쉬워요!"", ""description"": """", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/bNRveWEdT_M/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/bNRveWEdT_M/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/bNRveWEdT_M/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/bNRveWEdT_M/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/bNRveWEdT_M/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""도라의 만들기"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""느낌 좋은 왁뿌볼 만들기! 느낌이 좋아요! 만들기도 쉬워요!"", ""description"": """"}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""11"", ""likeCount"": ""1"", ""favoriteCount"": ""0"", ""commentCount"": ""1""}}",,,,
왁뿌볼,preset,왁뿌볼,txpi2fGIjhw,대한민국을 강타한 왁뿌볼,2026-06-13 05:16:33+00:00,5060.0,48.0,6.0,https://www.youtube.com/watch?v=txpi2fGIjhw,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,5060,48,6,54,별놈들,"광고,협찬 문의는 stars9910@naver.com 

재밌게 보시구 구독과 좋아요 부탁드릴게요~ 

나선욱 인스타 https://www.instagram.com/hahahahauk/ 

황인심 인스타 https://www.instagram.com/she.meeeeee/

장영호 인스타 https://www.instagram.com/95_0_ho/

#추천 #현실고증 #페이크다큐","{""kind"": ""youtube#video"", ""etag"": ""wGOt3UQO4zhjR-lSJaY93JuoynI"", ""id"": ""txpi2fGIjhw"", ""snippet"": {""publishedAt"": ""2026-06-13T05:16:33Z"", ""channelId"": ""UCXTQWsvCnuKxqnbBFMYhrSA"", ""title"": ""대한민국을 강타한 왁뿌볼"", ""description"": ""광고,협찬 문의는 stars9910@naver.com \n\n재밌게 보시구 구독과 좋아요 부탁드릴게요~ \n\n나선욱 인스타 https://www.instagram.com/hahahahauk/ \n\n황인심 인스타 https://www.instagram.com/she.meeeeee/\n\n장영호 인스타 https://www.instagram.com/95_0_ho/\n\n#추천 #현실고증 #페이크다큐"", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/txpi2fGIjhw/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/txpi2fGIjhw/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/txpi2fGIjhw/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/txpi2fGIjhw/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/txpi2fGIjhw/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""별놈들"", ""tags"": [""코미디"", ""유머"", ""페이크다큐"", ""현실고증"", ""추천"", ""웃긴영상"", ""하이퍼리얼리즘"", ""레전드영상"", ""왁뿌볼"", ""말랑이"", ""동대문완구거리"", ""완구거리"", ""사업""], ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""대한민국을 강타한 왁뿌볼"", ""description"": ""광고,협찬 문의는 stars9910@naver.com \n\n재밌게 보시구 구독과 좋아요 부탁드릴게요~ \n\n나선욱 인스타 https://www.instagram.com/hahahahauk/ \n\n황인심 인스타 https://www.instagram.com/she.meeeeee/\n\n장영호 인스타 https://www.instagram.com/95_0_ho/\n\n#추천 #현실고증 #페이크다큐""}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""5060"", ""likeCount"": ""48"", ""favoriteCount"": ""0"", ""commentCount"": ""6""}}",,,,
왁뿌볼,preset,왁뿌볼,_EIt-E4R3Ec,왁뿌볼 뿌시기,2026-06-13 05:17:09+00:00,11.0,2.0,0.0,https://www.youtube.com/watch?v=_EIt-E4R3Ec,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,11,2,0,2,곽보혜,,"{""kind"": ""youtube#video"", ""etag"": ""FyY5jGAewfhggkL_HV-TDvjHjyg"", ""id"": ""_EIt-E4R3Ec"", ""snippet"": {""publishedAt"": ""2026-06-13T05:17:09Z"", ""channelId"": ""UCW7qQ07zV0C-0_nl4z0U8Tg"", ""title"": ""왁뿌볼 뿌시기"", ""description"": """", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/_EIt-E4R3Ec/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/_EIt-E4R3Ec/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/_EIt-E4R3Ec/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/_EIt-E4R3Ec/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/_EIt-E4R3Ec/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""곽보혜"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""왁뿌볼 뿌시기"", ""description"": """"}, ""defaultAudioLanguage"": ""en""}, ""statistics"": {""viewCount"": ""11"", ""likeCount"": ""2"", ""favoriteCount"": ""0""}}",,,,
왁뿌볼,preset,왁뿌볼,OAoHURzu6xA,MZ조폭의 왁뿌볼 부수기 ASMR,2026-06-13 05:20:13+00:00,7355.0,65.0,5.0,https://www.youtube.com/watch?v=OAoHURzu6xA,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,7355,65,5,70,별놈들,"광고,협찬 문의는 stars9910@naver.com 

재밌게 보시구 구독과 좋아요 부탁드릴게요~ 

나선욱 인스타 https://www.instagram.com/hahahahauk/ 

황인심 인스타 https://www.instagram.com/she.meeeeee/

장영호 인스타 https://www.instagram.com/95_0_ho/

#추천 #현실고증 #페이크다큐","{""kind"": ""youtube#video"", ""etag"": ""lta8QI8UAqnN_BJzVXa-mBPvAek"", ""id"": ""OAoHURzu6xA"", ""snippet"": {""publishedAt"": ""2026-06-13T05:20:13Z"", ""channelId"": ""UCXTQWsvCnuKxqnbBFMYhrSA"", ""title"": ""MZ조폭의 왁뿌볼 부수기 ASMR"", ""description"": ""광고,협찬 문의는 stars9910@naver.com \n\n재밌게 보시구 구독과 좋아요 부탁드릴게요~ \n\n나선욱 인스타 https://www.instagram.com/hahahahauk/ \n\n황인심 인스타 https://www.instagram.com/she.meeeeee/\n\n장영호 인스타 https://www.instagram.com/95_0_ho/\n\n#추천 #현실고증 #페이크다큐"", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/OAoHURzu6xA/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/OAoHURzu6xA/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/OAoHURzu6xA/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/OAoHURzu6xA/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/OAoHURzu6xA/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""별놈들"", ""tags"": [""코미디"", ""유머"", ""페이크다큐"", ""현실고증"", ""추천"", ""웃긴영상"", ""하이퍼리얼리즘"", ""레전드영상"", ""왁뿌볼"", ""ASMR"", ""동대문완구거리"", ""완구거리"", ""사업"", ""말랑이"", ""mz""], ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""MZ조폭의 왁뿌볼 부수기 ASMR"", ""description"": ""광고,협찬 문의는 stars9910@naver.com \n\n재밌게 보시구 구독과 좋아요 부탁드릴게요~ \n\n나선욱 인스타 https://www.instagram.com/hahahahauk/ \n\n황인심 인스타 https://www.instagram.com/she.meeeeee/\n\n장영호 인스타 https://www.instagram.com/95_0_ho/\n\n#추천 #현실고증 #페이크다큐""}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""7355"", ""likeCount"": ""65"", ""favoriteCount"": ""0"", ""commentCount"": ""5""}}",,,,
왁뿌볼,preset,왁뿌볼,VtBjMZuSa98,왁뿌볼 asmr 와구와구 뿌셔보자 #vlogs #릴스 #shortvideo #shots #왁뿌볼 #신상 #인기 #브이로그 #쇼츠 #핫템 #asmr #레시피 #vlog #일상 #재미,2026-06-13 05:23:31+00:00,5242.0,21.0,0.0,https://www.youtube.com/watch?v=VtBjMZuSa98,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,5242,21,0,21,민하리튜브,,"{""kind"": ""youtube#video"", ""etag"": ""H7WPuPj-Mdw5avebkvjJ7WNspRo"", ""id"": ""VtBjMZuSa98"", ""snippet"": {""publishedAt"": ""2026-06-13T05:23:31Z"", ""channelId"": ""UCkViykIhINO1VIjquxXy2xg"", ""title"": ""왁뿌볼 asmr 와구와구 뿌셔보자 #vlogs #릴스 #shortvideo #shots #왁뿌볼 #신상 #인기 #브이로그 #쇼츠 #핫템 #asmr #레시피 #vlog #일상 #재미"", ""description"": """", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/VtBjMZuSa98/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/VtBjMZuSa98/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/VtBjMZuSa98/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/VtBjMZuSa98/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/VtBjMZuSa98/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""민하리튜브"", ""categoryId"": ""24"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""왁뿌볼 asmr 와구와구 뿌셔보자 #vlogs #릴스 #shortvideo #shots #왁뿌볼 #신상 #인기 #브이로그 #쇼츠 #핫템 #asmr #레시피 #vlog #일상 #재미"", ""description"": """"}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""5242"", ""likeCount"": ""21"", ""favoriteCount"": ""0"", ""commentCount"": ""0""}}",,,,
왁뿌볼,preset,왁뿌볼,J_aFU34SI6s,왁뿌 ASMR #왁뿌 #왁뿌볼 #스퀴시 #말랑이 #슬라임 #shorts #쇼츠,2026-06-13 05:23:51+00:00,1105.0,5.0,0.0,https://www.youtube.com/watch?v=J_aFU34SI6s,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,1105,5,0,5,미제픽,,"{""kind"": ""youtube#video"", ""etag"": ""oe3Sd6hERhsZ1OfwbIMSylhcdHw"", ""id"": ""J_aFU34SI6s"", ""snippet"": {""publishedAt"": ""2026-06-13T05:23:51Z"", ""channelId"": ""UClPUeVfDtSXjs6u0yRZrfeQ"", ""title"": ""왁뿌 ASMR #왁뿌 #왁뿌볼 #스퀴시 #말랑이 #슬라임 #shorts #쇼츠"", ""description"": """", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/J_aFU34SI6s/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/J_aFU34SI6s/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/J_aFU34SI6s/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/J_aFU34SI6s/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/J_aFU34SI6s/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""미제픽"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""왁뿌 ASMR #왁뿌 #왁뿌볼 #스퀴시 #말랑이 #슬라임 #shorts #쇼츠"", ""description"": """"}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""1105"", ""likeCount"": ""5"", ""favoriteCount"": ""0"", ""commentCount"": ""0""}}",,,,
왁뿌볼,preset,왁뿌볼,LdTcc-Geh-Q,#왁뿌볼 뿌시기,2026-06-13 05:24:04+00:00,8.0,2.0,0.0,https://www.youtube.com/watch?v=LdTcc-Geh-Q,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,8,2,0,2,곽보혜,아빠랑 둘이 서울 구경가서 사온 왁뿌볼 뿌시기 #phonk,"{""kind"": ""youtube#video"", ""etag"": ""z8OpQ03KjUETsVj2u4wiKpO-fls"", ""id"": ""LdTcc-Geh-Q"", ""snippet"": {""publishedAt"": ""2026-06-13T05:24:04Z"", ""channelId"": ""UCW7qQ07zV0C-0_nl4z0U8Tg"", ""title"": ""#왁뿌볼 뿌시기"", ""description"": ""아빠랑 둘이 서울 구경가서 사온 왁뿌볼 뿌시기 #phonk"", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/LdTcc-Geh-Q/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/LdTcc-Geh-Q/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/LdTcc-Geh-Q/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/LdTcc-Geh-Q/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/LdTcc-Geh-Q/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""곽보혜"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""#왁뿌볼 뿌시기"", ""description"": ""아빠랑 둘이 서울 구경가서 사온 왁뿌볼 뿌시기 #phonk""}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""8"", ""likeCount"": ""2"", ""favoriteCount"": ""0""}}",,,,
왁뿌볼,preset,왁뿌볼,2AmVJPO783g,느낌 좋고 만들기 쉬운 왁뿌볼 만들기!#왁뿌볼,2026-06-13 05:27:05+00:00,625.0,5.0,1.0,https://www.youtube.com/watch?v=2AmVJPO783g,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,625,5,1,6,도라의 만들기,느낌이 좋고 만들기가 쉬운 왁뿌볼 만들기! 만들기가 쉬우니까 같이 만들어 봐요!,"{""kind"": ""youtube#video"", ""etag"": ""g7I5aLLmkFZumB4wRECclIayWnI"", ""id"": ""2AmVJPO783g"", ""snippet"": {""publishedAt"": ""2026-06-13T05:27:05Z"", ""channelId"": ""UCtGIFobmlSLTj30LhhIYtwg"", ""title"": ""느낌 좋고 만들기 쉬운 왁뿌볼 만들기!#왁뿌볼"", ""description"": ""느낌이 좋고 만들기가 쉬운 왁뿌볼 만들기! 만들기가 쉬우니까 같이 만들어 봐요!"", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/2AmVJPO783g/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/2AmVJPO783g/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/2AmVJPO783g/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/2AmVJPO783g/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/2AmVJPO783g/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""도라의 만들기"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""느낌 좋고 만들기 쉬운 왁뿌볼 만들기!#왁뿌볼"", ""description"": ""느낌이 좋고 만들기가 쉬운 왁뿌볼 만들기! 만들기가 쉬우니까 같이 만들어 봐요!""}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""625"", ""likeCount"": ""5"", ""favoriteCount"": ""0"", ""commentCount"": ""1""}}",,,,
왁뿌볼,preset,왁뿌볼,J0Xzb6AOGH0,왁뿌볼 첫경험 #일상 #왁뿌볼 #커플,2026-06-13 06:14:07+00:00,1533.0,7.0,2.0,https://www.youtube.com/watch?v=J0Xzb6AOGH0,youtube,왁뿌볼,canonical,1.0,2026-06-13T16:16:34.533036+00:00,1533,7,2,9,찐똥커플 JJINDDONG Couple,,"{""kind"": ""youtube#video"", ""etag"": ""yQ9Fl9kpnQ5Fv-LczYU2-4cW1CA"", ""id"": ""J0Xzb6AOGH0"", ""snippet"": {""publishedAt"": ""2026-06-13T06:14:07Z"", ""channelId"": ""UCkMedhNw0RYRLMlnoMChjZQ"", ""title"": ""왁뿌볼 첫경험 #일상 #왁뿌볼 #커플"", ""description"": """", ""thumbnails"": {""default"": {""url"": ""https://i.ytimg.com/vi/J0Xzb6AOGH0/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/J0Xzb6AOGH0/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/J0Xzb6AOGH0/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/J0Xzb6AOGH0/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/J0Xzb6AOGH0/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}, ""channelTitle"": ""찐똥커플 JJINDDONG Couple"", ""categoryId"": ""22"", ""liveBroadcastContent"": ""none"", ""defaultLanguage"": ""ko"", ""localized"": {""title"": ""왁뿌볼 첫경험 #일상 #왁뿌볼 #커플"", ""description"": """"}, ""defaultAudioLanguage"": ""ko""}, ""statistics"": {""viewCount"": ""1533"", ""likeCount"": ""7"", ""favoriteCount"": ""0"", ""commentCount"": ""2""}}",,,,
