date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements
2026-04-28,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-04-29,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-04-30,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-04-30,naver_news,버터떡,canonical,1.0,1,1.0,0,0,0,0
2026-04-30,naver_news,인절미,related,0.3,2,0.6,0,0,0,0
2026-05-01,naver_news,버터떡,canonical,1.0,3,3.0,0,0,0,0
2026-05-01,naver_news,인절미,related,0.3,3,0.8999999999999999,0,0,0,0
2026-05-02,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-05-02,naver_news,버터떡,canonical,1.0,4,4.0,0,0,0,0
2026-05-02,naver_news,인절미,related,0.3,4,1.2,0,0,0,0
2026-05-03,naver_blog,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-03,naver_news,버터떡,canonical,1.0,8,8.0,0,0,0,0
2026-05-03,naver_news,인절미,related,0.3,9,2.6999999999999997,0,0,0,0
2026-05-04,naver_news,버터떡,canonical,1.0,13,13.0,0,0,0,0
2026-05-04,naver_news,인절미,related,0.3,12,3.5999999999999996,0,0,0,0
2026-05-05,naver_blog,butter rice cake,alias,1.0,3,3.0,0,0,0,0
2026-05-05,naver_news,버터떡,canonical,1.0,3,3.0,0,0,0,0
2026-05-05,naver_news,인절미,related,0.3,11,3.3,0,0,0,0
2026-05-06,naver_blog,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-06,naver_news,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-06,naver_news,버터 떡,alias,1.0,2,2.0,0,0,0,0
2026-05-06,naver_news,버터떡,canonical,1.0,28,28.0,0,0,0,0
2026-05-06,naver_news,인절미,related,0.3,14,4.2,0,0,0,0
2026-05-07,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-05-07,naver_news,떡 디저트,related,0.3,2,0.6,0,0,0,0
2026-05-07,naver_news,버터 떡,alias,1.0,3,3.0,0,0,0,0
2026-05-07,naver_news,버터떡,canonical,1.0,86,86.0,0,0,0,0
2026-05-07,naver_news,인절미,related,0.3,21,6.3,0,0,0,0
2026-05-08,naver_blog,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-08,naver_news,떡 디저트,related,0.3,3,0.8999999999999999,0,0,0,0
2026-05-08,naver_news,버터 떡,alias,1.0,1,1.0,0,0,0,0
2026-05-08,naver_news,버터떡,canonical,1.0,11,11.0,0,0,0,0
2026-05-08,naver_news,인절미,related,0.3,27,8.1,0,0,0,0
2026-05-09,naver_news,떡 디저트,related,0.3,5,1.5,0,0,0,0
2026-05-09,naver_news,버터 떡,alias,1.0,1,1.0,0,0,0,0
2026-05-09,naver_news,버터떡,canonical,1.0,7,7.0,0,0,0,0
2026-05-09,naver_news,인절미,related,0.3,1,0.3,0,0,0,0
2026-05-10,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-05-10,naver_news,떡 디저트,related,0.3,3,0.8999999999999999,0,0,0,0
2026-05-10,naver_news,버터 떡,alias,1.0,2,2.0,0,0,0,0
2026-05-10,naver_news,버터떡,canonical,1.0,6,6.0,0,0,0,0
2026-05-10,naver_news,인절미,related,0.3,7,2.1,0,0,0,0
2026-05-11,naver_blog,butter rice cake,alias,1.0,2,2.0,0,0,0,0
2026-05-11,naver_news,떡 디저트,related,0.3,14,4.2,0,0,0,0
2026-05-11,naver_news,버터 떡,alias,1.0,3,3.0,0,0,0,0
2026-05-11,naver_news,버터떡,canonical,1.0,37,37.0,0,0,0,0
2026-05-11,naver_news,인절미,related,0.3,9,2.6999999999999997,0,0,0,0
2026-05-12,naver_news,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-12,naver_news,떡 디저트,related,0.3,7,2.1,0,0,0,0
2026-05-12,naver_news,버터떡,canonical,1.0,12,12.0,0,0,0,0
2026-05-12,naver_news,약과,related,0.3,4,1.2,0,0,0,0
2026-05-12,naver_news,인절미,related,0.3,12,3.5999999999999996,0,0,0,0
2026-05-13,naver_news,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-13,naver_news,떡 디저트,related,0.3,4,1.2,0,0,0,0
2026-05-13,naver_news,버터 떡,alias,1.0,7,7.0,0,0,0,0
2026-05-13,naver_news,버터떡,canonical,1.0,8,8.0,0,0,0,0
2026-05-13,naver_news,약과,related,0.3,15,4.5,0,0,0,0
2026-05-13,naver_news,인절미,related,0.3,6,1.7999999999999998,0,0,0,0
2026-05-14,naver_blog,butter rice cake,alias,1.0,1,1.0,0,0,0,0
2026-05-14,naver_news,떡 디저트,related,0.3,2,0.6,0,0,0,0
2026-05-14,naver_news,버터 떡,alias,1.0,1,1.0,0,0,0,0
2026-05-14,naver_news,버터떡,canonical,1.0,9,9.0,0,0,0,0
2026-05-14,naver_news,약과,related,0.3,22,6.6,0,0,0,0
2026-05-14,naver_news,인절미,related,0.3,17,5.1,0,0,0,0
2026-05-15,naver_blog,butter rice cake,alias,1.0,1,1.0,0,0,0,0
