date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements
2026-04-29,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-04-30,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-05-01,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-05-02,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-03,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-04,naver_blog,우배,typo,0.8,5,4.0,0,0,0,0
2026-05-05,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-06,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-07,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-05-08,youtube,우배,typo,0.8,1,0.8,22456,561,4,565
2026-05-09,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-10,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-05-10,youtube,우배,typo,0.8,1,0.8,79584,1168,73,1241
2026-05-11,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-05-11,youtube,우배,typo,0.8,2,1.6,190189,2396,443,2839
2026-05-12,naver_blog,우배,typo,0.8,5,4.0,0,0,0,0
2026-05-13,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-14,naver_blog,우배,typo,0.8,5,4.0,0,0,0,0
2026-05-14,youtube,우배,typo,0.8,1,0.8,1595,48,62,110
2026-05-15,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-05-15,youtube,우배,typo,0.8,1,0.8,1862,3,0,3
2026-05-16,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-05-17,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-17,youtube,우배,typo,0.8,1,0.8,294,2,0,2
2026-05-18,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-19,naver_blog,ube,alias,1.0,37,37.0,0,0,0,0
2026-05-19,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-05-19,naver_blog,우베맛,alias,1.0,25,25.0,0,0,0,0
2026-05-19,youtube,우배,typo,0.8,3,2.4000000000000004,83112,1352,31,1383
2026-05-20,naver_blog,ube,alias,1.0,50,50.0,0,0,0,0
2026-05-20,naver_blog,우배,typo,0.8,5,4.0,0,0,0,0
2026-05-20,naver_blog,우베맛,alias,1.0,49,49.0,0,0,0,0
2026-05-21,naver_blog,ube,alias,1.0,47,47.0,0,0,0,0
2026-05-21,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-05-21,naver_blog,우베맛,alias,1.0,35,35.0,0,0,0,0
2026-05-22,naver_blog,ube,alias,1.0,37,37.0,0,0,0,0
2026-05-22,naver_blog,우베맛,alias,1.0,28,28.0,0,0,0,0
2026-05-22,naver_blog,필리핀 디저트,related,0.3,32,9.6,0,0,0,0
2026-05-23,naver_blog,ube,alias,1.0,36,36.0,0,0,0,0
2026-05-23,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-05-23,naver_blog,우베맛,alias,1.0,28,28.0,0,0,0,0
2026-05-23,naver_blog,필리핀 디저트,related,0.3,39,11.7,0,0,0,0
2026-05-24,naver_blog,ube,alias,1.0,23,23.0,0,0,0,0
2026-05-24,naver_blog,보라색 디저트,related,0.3,25,7.5,0,0,0,0
2026-05-24,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-05-24,naver_blog,우베맛,alias,1.0,22,22.0,0,0,0,0
2026-05-24,naver_blog,필리핀 디저트,related,0.3,38,11.4,0,0,0,0
2026-05-24,youtube,우베맛,alias,1.0,4,4.0,32679,192,12,204
2026-05-25,naver_blog,ube,alias,1.0,29,29.0,0,0,0,0
2026-05-25,naver_blog,보라색 디저트,related,0.3,113,33.9,0,0,0,0
2026-05-25,naver_blog,우배,typo,0.8,9,7.2,0,0,0,0
2026-05-25,naver_blog,우베 디저트,alias,1.0,39,39.0,0,0,0,0
2026-05-25,naver_blog,우베 케이크,related,0.3,81,24.3,0,0,0,0
2026-05-25,naver_blog,우베맛,alias,1.0,24,24.0,0,0,0,0
2026-05-25,naver_blog,필리핀 디저트,related,0.3,38,11.4,0,0,0,0
2026-05-25,youtube,우베 디저트,alias,1.0,2,2.0,66,1,1,2
2026-05-25,youtube,우베맛,alias,1.0,2,2.0,667,2,0,2
2026-05-26,naver_blog,ube,alias,1.0,22,22.0,0,0,0,0
2026-05-26,naver_blog,보라색 디저트,related,0.3,72,21.599999999999998,0,0,0,0
2026-05-26,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-05-26,naver_blog,우베,canonical,1.0,300,300.0,0,0,0,0
2026-05-26,naver_blog,우베 디저트,alias,1.0,76,76.0,0,0,0,0
2026-05-26,naver_blog,우베 케이크,related,0.3,20,6.0,0,0,0,0
2026-05-26,naver_blog,우베맛,alias,1.0,8,8.0,0,0,0,0
2026-05-26,naver_blog,필리핀 디저트,related,0.3,22,6.6,0,0,0,0
2026-05-26,youtube,ube,alias,1.0,7,7.0,1141,24,6,30
2026-05-26,youtube,우베,canonical,1.0,10,10.0,5013,78,5,83
2026-05-26,youtube,우베 디저트,alias,1.0,6,6.0,4333,18,0,18
2026-05-26,youtube,우베맛,alias,1.0,3,3.0,1390,12,0,12
