canonical_keyword,keyword_set_mode,keyword,title,url,published_at,description,originallink,source,term,term_type,term_weight,collected_at,views,likes,comments,engagements,author,snippet,raw_payload,bloggername,bloggerlink
우베,preset,우베,말차 다음은 '<b>우베</b>'?…카페 물들이는 보라색 디저트 열풍,http://www.mkhealth.co.kr/news/articleView.html?idxno=78712,"Tue, 26 May 2026 19:00:00 +0900","최근 SNS(사회관계망서비스)와 카페를 중심으로 <b>우베</b> 라떼, <b>우베</b> 케이크, <b>우베</b> 아이스크림 등 다양한 메뉴가 빠르게 확산되고 있다. 선명한 보라색 비주얼 덕분에 사진 찍기 좋은 디저트로 입소문을 타고 있다. ◆ <b>우베</b>, 왜... ",http://www.mkhealth.co.kr/news/articleView.html?idxno=78712,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"최근 SNS(사회관계망서비스)와 카페를 중심으로 <b>우베</b> 라떼, <b>우베</b> 케이크, <b>우베</b> 아이스크림 등 다양한 메뉴가 빠르게 확산되고 있다. 선명한 보라색 비주얼 덕분에 사진 찍기 좋은 디저트로 입소문을 타고 있다. ◆ <b>우베</b>, 왜... ","{""title"": ""말차 다음은 '<b>우베</b>'?…카페 물들이는 보라색 디저트 열풍"", ""originallink"": ""http://www.mkhealth.co.kr/news/articleView.html?idxno=78712"", ""link"": ""http://www.mkhealth.co.kr/news/articleView.html?idxno=78712"", ""description"": ""최근 SNS(사회관계망서비스)와 카페를 중심으로 <b>우베</b> 라떼, <b>우베</b> 케이크, <b>우베</b> 아이스크림 등 다양한 메뉴가 빠르게 확산되고 있다. 선명한 보라색 비주얼 덕분에 사진 찍기 좋은 디저트로 입소문을 타고 있다. ◆ <b>우베</b>, 왜... "", ""pubDate"": ""Tue, 26 May 2026 19:00:00 +0900""}",,
우베,preset,우베,"[서진영의 한식탐구] 색으로 먹는 시대, 한식은 오래전부터 맛을 색으로...",https://cooknchefnews.com/news/view/1065539741582199,"Tue, 26 May 2026 18:42:00 +0900","해외에서는 필리핀계 식재료인 <b>우베</b>가 음료와 디저트 메뉴로 확산되고, 국내에서는 자색고구마가 라떼와... 지금의 말차와 <b>우베</b> 유행도 단순히 새로운 식재료의 등장이 아니라, 색을 통해 맛을 먼저 상상하게 만드는... ",https://cooknchefnews.com/news/view/1065539741582199,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"해외에서는 필리핀계 식재료인 <b>우베</b>가 음료와 디저트 메뉴로 확산되고, 국내에서는 자색고구마가 라떼와... 지금의 말차와 <b>우베</b> 유행도 단순히 새로운 식재료의 등장이 아니라, 색을 통해 맛을 먼저 상상하게 만드는... ","{""title"": ""[서진영의 한식탐구] 색으로 먹는 시대, 한식은 오래전부터 맛을 색으로..."", ""originallink"": ""https://cooknchefnews.com/news/view/1065539741582199"", ""link"": ""https://cooknchefnews.com/news/view/1065539741582199"", ""description"": ""해외에서는 필리핀계 식재료인 <b>우베</b>가 음료와 디저트 메뉴로 확산되고, 국내에서는 자색고구마가 라떼와... 지금의 말차와 <b>우베</b> 유행도 단순히 새로운 식재료의 등장이 아니라, 색을 통해 맛을 먼저 상상하게 만드는... "", ""pubDate"": ""Tue, 26 May 2026 18:42:00 +0900""}",,
우베,preset,우베,"CJ푸드빌 뚜레쥬르, 미국 텍사스 골프대회 '더CJ컵'에서 K베이커리 선보...",https://www.businesspost.co.kr/BP?command=article_view&num=438622,"Tue, 26 May 2026 17:40:00 +0900",<b>우베</b>라떼·말차라떼 등 현지에서 인기를 끄는 음료도 빠르게 소진됐다고 CJ푸드빌은 덧붙였다. CJ푸드빌은 미국 조지아 홀카운티 게인스빌에 대규모 뚜레쥬르 생산공장을 가동하며 북미에서 사업을 확장하고 있다.... ,https://www.businesspost.co.kr/BP?command=article_view&num=438622,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,<b>우베</b>라떼·말차라떼 등 현지에서 인기를 끄는 음료도 빠르게 소진됐다고 CJ푸드빌은 덧붙였다. CJ푸드빌은 미국 조지아 홀카운티 게인스빌에 대규모 뚜레쥬르 생산공장을 가동하며 북미에서 사업을 확장하고 있다.... ,"{""title"": ""CJ푸드빌 뚜레쥬르, 미국 텍사스 골프대회 '더CJ컵'에서 K베이커리 선보..."", ""originallink"": ""https://www.businesspost.co.kr/BP?command=article_view&num=438622"", ""link"": ""https://www.businesspost.co.kr/BP?command=article_view&num=438622"", ""description"": ""<b>우베</b>라떼·말차라떼 등 현지에서 인기를 끄는 음료도 빠르게 소진됐다고 CJ푸드빌은 덧붙였다. CJ푸드빌은 미국 조지아 홀카운티 게인스빌에 대규모 뚜레쥬르 생산공장을 가동하며 북미에서 사업을 확장하고 있다.... "", ""pubDate"": ""Tue, 26 May 2026 17:40:00 +0900""}",,
우베,preset,우베,"“생일 축하송에 케이크까지”… 뚜레쥬르, 美 골프팬 홀렸다",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065601824395113,"Tue, 26 May 2026 17:32:00 +0900","제품 체험존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 K베이커리 대표 메뉴와 <b>우베</b> 라떼, 말차 라떼 등 음료 제품이 빠르게 소진되는 등 높은 인기를 얻었다. 현장 방문객들은 “입 안에서 녹는 듯한... ",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065601824395113,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"제품 체험존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 K베이커리 대표 메뉴와 <b>우베</b> 라떼, 말차 라떼 등 음료 제품이 빠르게 소진되는 등 높은 인기를 얻었다. 현장 방문객들은 “입 안에서 녹는 듯한... ","{""title"": ""“생일 축하송에 케이크까지”… 뚜레쥬르, 美 골프팬 홀렸다"", ""originallink"": ""https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065601824395113"", ""link"": ""https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065601824395113"", ""description"": ""제품 체험존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 K베이커리 대표 메뉴와 <b>우베</b> 라떼, 말차 라떼 등 음료 제품이 빠르게 소진되는 등 높은 인기를 얻었다. 현장 방문객들은 “입 안에서 녹는 듯한... "", ""pubDate"": ""Tue, 26 May 2026 17:32:00 +0900""}",,
우베,preset,우베,"CJ, 美 PGA 무대서 K-푸드 알렸다…비비고·뚜레쥬르 ‘흥행’",https://www.socialvalue.kr/news/view/1065599717688548,"Tue, 26 May 2026 16:58:00 +0900","체험존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 대표 베이커리 제품과 <b>우베</b> 라떼, 말차 라떼 등 음료가 빠르게 소진될 정도로 호응을 얻었다. 현장 관람객들은 “입 안에서 녹는 듯한 식감이... ",https://www.socialvalue.kr/news/view/1065599717688548,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"체험존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 대표 베이커리 제품과 <b>우베</b> 라떼, 말차 라떼 등 음료가 빠르게 소진될 정도로 호응을 얻었다. 현장 관람객들은 “입 안에서 녹는 듯한 식감이... ","{""title"": ""CJ, 美 PGA 무대서 K-푸드 알렸다…비비고·뚜레쥬르 ‘흥행’"", ""originallink"": ""https://www.socialvalue.kr/news/view/1065599717688548"", ""link"": ""https://www.socialvalue.kr/news/view/1065599717688548"", ""description"": ""체험존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 대표 베이커리 제품과 <b>우베</b> 라떼, 말차 라떼 등 음료가 빠르게 소진될 정도로 호응을 얻었다. 현장 관람객들은 “입 안에서 녹는 듯한 식감이... "", ""pubDate"": ""Tue, 26 May 2026 16:58:00 +0900""}",,
우베,preset,우베,"뚜레쥬르, 텍사스서 K베이커리 알렸다…더 CJ컵 부스 성료",https://www.inthenews.co.kr/news/article.html?no=87282,"Tue, 26 May 2026 16:44:00 +0900","제품 체험 존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 K베이커리 대표 메뉴 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료가 빠르게 소진됐습니다. CJ푸드빌이 선보인 ‘두루미’ 컨세션 부스도... ",https://www.inthenews.co.kr/news/article.html?no=87282,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"제품 체험 존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 K베이커리 대표 메뉴 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료가 빠르게 소진됐습니다. CJ푸드빌이 선보인 ‘두루미’ 컨세션 부스도... ","{""title"": ""뚜레쥬르, 텍사스서 K베이커리 알렸다…더 CJ컵 부스 성료"", ""originallink"": ""https://www.inthenews.co.kr/news/article.html?no=87282"", ""link"": ""https://www.inthenews.co.kr/news/article.html?no=87282"", ""description"": ""제품 체험 존에서는 단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 K베이커리 대표 메뉴 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료가 빠르게 소진됐습니다. CJ푸드빌이 선보인 ‘두루미’ 컨세션 부스도... "", ""pubDate"": ""Tue, 26 May 2026 16:44:00 +0900""}",,
우베,preset,우베,"뚜레쥬르, 美 PGA 현장 달궜다...클라우드 케이크 앞 긴 줄",https://www.joongangenews.com/news/articleView.html?idxno=521595,"Tue, 26 May 2026 16:00:00 +0900","단팥빵과 진한 우유 크림빵, 클라우드 크림 도넛 등 대표 베이커리 제품은 물론 <b>우베</b> 라떼와 말차 라떼 등... 한국식 크림빵과 디저트, 말차·<b>우베</b> 기반 음료 등이 SNS를 중심으로 확산하면서 현지 젊은 소비층 유입도... ",https://www.joongangenews.com/news/articleView.html?idxno=521595,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"단팥빵과 진한 우유 크림빵, 클라우드 크림 도넛 등 대표 베이커리 제품은 물론 <b>우베</b> 라떼와 말차 라떼 등... 한국식 크림빵과 디저트, 말차·<b>우베</b> 기반 음료 등이 SNS를 중심으로 확산하면서 현지 젊은 소비층 유입도... ","{""title"": ""뚜레쥬르, 美 PGA 현장 달궜다...클라우드 케이크 앞 긴 줄"", ""originallink"": ""https://www.joongangenews.com/news/articleView.html?idxno=521595"", ""link"": ""https://www.joongangenews.com/news/articleView.html?idxno=521595"", ""description"": ""단팥빵과 진한 우유 크림빵, 클라우드 크림 도넛 등 대표 베이커리 제품은 물론 <b>우베</b> 라떼와 말차 라떼 등... 한국식 크림빵과 디저트, 말차·<b>우베</b> 기반 음료 등이 SNS를 중심으로 확산하면서 현지 젊은 소비층 유입도... "", ""pubDate"": ""Tue, 26 May 2026 16:00:00 +0900""}",,
우베,preset,우베,"비비고·뚜레쥬르, 미국 '더 CJ컵'서 K푸드 체험 이끌었다",https://n.news.naver.com/mnews/article/417/0001144835?sid=101,"Tue, 26 May 2026 15:36:00 +0900","단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 베이커리 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료까지 빠르게 소진될 정도로 인기를 끌었다. CJ푸드빌이 선보인 K푸드 브랜드 '두루미' 컨세션 부스도 관심을... ",https://www.sidae.com/article/2026052615101449072,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 베이커리 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료까지 빠르게 소진될 정도로 인기를 끌었다. CJ푸드빌이 선보인 K푸드 브랜드 '두루미' 컨세션 부스도 관심을... ","{""title"": ""비비고·뚜레쥬르, 미국 '더 CJ컵'서 K푸드 체험 이끌었다"", ""originallink"": ""https://www.sidae.com/article/2026052615101449072"", ""link"": ""https://n.news.naver.com/mnews/article/417/0001144835?sid=101"", ""description"": ""단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 베이커리 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료까지 빠르게 소진될 정도로 인기를 끌었다. CJ푸드빌이 선보인 K푸드 브랜드 '두루미' 컨세션 부스도 관심을... "", ""pubDate"": ""Tue, 26 May 2026 15:36:00 +0900""}",,
우베,preset,우베,"CJ푸드빌 뚜레쥬르, 美 텍사스서 K-베이커리 전파",https://www.womentimes.co.kr/news/articleView.html?idxno=103196,"Tue, 26 May 2026 15:28:00 +0900","단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 베이커리 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료까지 빠르게 소진됐다는 게 회사 측 설명이다. CJ푸드빌 관계자는 &quot;이번 더 CJ컵은 뚜레쥬르의 제품... ",https://www.womentimes.co.kr/news/articleView.html?idxno=103196,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 베이커리 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료까지 빠르게 소진됐다는 게 회사 측 설명이다. CJ푸드빌 관계자는 &quot;이번 더 CJ컵은 뚜레쥬르의 제품... ","{""title"": ""CJ푸드빌 뚜레쥬르, 美 텍사스서 K-베이커리 전파"", ""originallink"": ""https://www.womentimes.co.kr/news/articleView.html?idxno=103196"", ""link"": ""https://www.womentimes.co.kr/news/articleView.html?idxno=103196"", ""description"": ""단팥빵, 진한 우유 크림빵, 클라우드 크림 도넛 등 베이커리 외에도 <b>우베</b> 라떼, 말차 라떼 등 현지 인기 음료까지 빠르게 소진됐다는 게 회사 측 설명이다. CJ푸드빌 관계자는 &quot;이번 더 CJ컵은 뚜레쥬르의 제품... "", ""pubDate"": ""Tue, 26 May 2026 15:28:00 +0900""}",,
우베,preset,우베,"디저트39, 초여름 더위에 컵빙수 판매량 증가… ‘혼빙’ 수요 확대",http://www.thevaluenews.co.kr/news/view.php?idx=198988,"Tue, 26 May 2026 15:20:00 +0900","대표 메뉴로는 보랏빛 비주얼이 특징인 ‘<b>우베</b> 컵빙수’, 망고·자몽·요거트 조합의 ‘양즈깐루 컵빙수’가... 이 중 ‘<b>우베</b> 컵빙수’는 약 5.8배, ‘양즈깐루 컵빙수’는 약 3.8배 판매량이 늘며 신메뉴 중심의 성장세가... ",http://www.thevaluenews.co.kr/news/view.php?idx=198988,naver_news,우베,canonical,1.0,2026-05-26T11:02:54.476023+00:00,0,0,0,0,,"대표 메뉴로는 보랏빛 비주얼이 특징인 ‘<b>우베</b> 컵빙수’, 망고·자몽·요거트 조합의 ‘양즈깐루 컵빙수’가... 이 중 ‘<b>우베</b> 컵빙수’는 약 5.8배, ‘양즈깐루 컵빙수’는 약 3.8배 판매량이 늘며 신메뉴 중심의 성장세가... ","{""title"": ""디저트39, 초여름 더위에 컵빙수 판매량 증가… ‘혼빙’ 수요 확대"", ""originallink"": ""http://www.thevaluenews.co.kr/news/view.php?idx=198988"", ""link"": ""http://www.thevaluenews.co.kr/news/view.php?idx=198988"", ""description"": ""대표 메뉴로는 보랏빛 비주얼이 특징인 ‘<b>우베</b> 컵빙수’, 망고·자몽·요거트 조합의 ‘양즈깐루 컵빙수’가... 이 중 ‘<b>우베</b> 컵빙수’는 약 5.8배, ‘양즈깐루 컵빙수’는 약 3.8배 판매량이 늘며 신메뉴 중심의 성장세가... "", ""pubDate"": ""Tue, 26 May 2026 15:20:00 +0900""}",,
